"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
blockedfields,user_profile,,descriptive,"<span style=""font-weight:lighter; font-style:italic""> These fields are only editable by an IeDEA Hub Admin. Please contact stephany.duda@vanderbilt.edu with CC to your regional PI if you need a change to these fields.</span>
Email: <span style=""font-weight:lighter"">[email]</span>
REDCap username (optional): <span style=""font-weight:lighter"">[redcap_name]</span>
Active account?: <span style=""font-weight:lighter"">[active_y]</span>
Assigned IeDEA region: <span style=""font-weight:lighter"">[person_region]</span>
Access level: <span style=""font-weight:lighter"">[harmonist_regperm]</span>",,,,,,,,,,,,,
userfields_txt,user_profile,,descriptive,"<div style=""color:white; text-align:center; border: 1px #34495e; background-color: #2c3e50;""><h3 style=""margin:0px; padding:10px"">User Fields</h3></div>",,,,,,,,,,,,,
pubname,user_profile,,text,"Full Name <u>as preferred for publication</u>
<span style=""font-weight:lighter; font-style:italic"">(e.g., Catherine C. McGowan, C. William Wester)</span>",,,,,,,,,,,,,
degrees,user_profile,,text,"Professional Degrees
<span style=""font-weight:lighter; font-style:italic"">List titles separated by comma.</span>",,"(e.g., ""MD, MPH"")",,,,,,,,,,,
institution,user_profile,,text,Organization,,,,,,,,,,,,,
settings_txt,user_profile,,descriptive,"<div style=""color:white; text-align:center; border: 1px #34495e; background-color: #2c3e50;""><h3 style=""margin:0px; padding:10px"">Website Settings</h3></div>",,,,,,,,,,,,,
pendingpanel_y,user_profile,,checkbox,"Use ""Pending"" Panel for ""Vote Later"" Requests","1, Yes",,,,,,"[harmonist_regperm] = '3'",,RH,,,,
stayrequest_y,user_profile,,checkbox,"Stay on Request page after submitting comments","1, Yes",,,,,,"[harmonist_regperm] = '2' or [harmonist_regperm] = '3' or [harmonistadmin_y] = '1'",,,,,,
securedata_txt,harmonist_permissions,,descriptive,"<div style=""color:white; text-align:center; border: 1px #34495e; background-color: #2c3e50;""><h3 style=""margin:0px; padding:10px"">Secure Data Access</h3></div>",,,,,,,,,,,,,
allowgetdata_y,harmonist_permissions,,checkbox,"Allow user to download secure data
<div style=""font-weight:lighter;font-style:italic"">If this option is selected, the user will be included in a list of people who can be given access to download patient-level data for specified concept sheets.</div>","1,",,,,,,,,,,,,
redcap_name,harmonist_permissions,,text,"REDCap username",,,,,,,,,,,,,
harmonist_txt,harmonist_permissions,,descriptive,"<div style=""color:white; text-align:center; border: 1px #34495e; background-color: #2c3e50;""><h3 style=""margin:0px; padding:10px"">Harmonist Access</h3></div>",,,,,,,,,,,,,
harmonistadmin_y,harmonist_permissions,,yesno,"Harmonist System Admin",,,,,,,,,,,,,
harmonist_perms,harmonist_permissions,,checkbox,"Permissions for regular users","1, Edit/Finalize data requests | 2, Create new concept sheets | 3, Edit concept sheets | 4, Edit requests | 5, Upload file revisions | 6, Edit the data model ('Harmonist 0' Projects) | 7, Edit Deadlines & Events (Home page) | 8, Edit tblCENTER | 9, Add news items | 10, Edit publications",,,,,,,,,,,,
harmonist_role,harmonist_permissions,"Other Permissions (not currently in use)",checkbox,"Harmonist Roles","1, Voting Director (e.g., Principal Investigator) | 2, Non-Voting Director (e.g., non-voting PI, key co-I) | 3, Co-Investigator | 4, Admin Team | 5, Data Team",,,,,,,,,,,," @HIDDEN"
access_token,access_link,"These Fields are set automatically with a REDCap Hook.",text,"Access Token",,,,,,,,,,,,," @READONLY"
token_expiration_d,access_link,,text,"Token expiration date",,,date_ymd,,,,,,,,,," @READONLY"
first_ever_login_d,access_link,,text,"First Ever Login",,,datetime_seconds_ymd,,,,,,,,,,
last_requested_token_d,access_link,,text,"Last Time Token was Requested",,,datetime_seconds_ymd,,,,,,,,,," @READONLY"
